x y z m s
2.85094 4.86136 0.0438866 31 59
2.85097 4.86134 0.0439262 32 0
2.85104 4.86126 0.0439657 32 0
2.85118 4.86106 0.0440049 32 0
2.85123 4.86101 0.0440439 32 0
2.85125 4.86098 0.0440584 32 0
2.8512 4.86093 0.0440729 32 1
2.85122 4.86083 0.0440872 32 1
2.85129 4.86078 0.0441015 32 1
2.85136 4.86083 0.0441399 32 2
2.8515 4.86071 0.044154 32 2
2.85152 4.86058 0.044168 32 2
2.85154 4.86051 0.044158 32 2
2.85151 4.86039 0.0441481 32 3
2.85151 4.86027 0.0441382 32 3
2.85153 4.86017 0.0441284 32 3
2.8515 4.86003 0.0441186 32 3
2.8515 4.85979 0.0441325 32 4
2.85152 4.85968 0.0441463 32 4
2.85151 4.85958 0.0441366 32 4
2.85149 4.8594 0.0441504 32 4
2.85146 4.85919 0.0441641 32 4
2.85143 4.85907 0.0441777 32 4
2.85141 4.85898 0.0441913 32 5
2.85138 4.85887 0.0441815 32 5
2.85138 4.85875 0.0441718 32 5
2.85137 4.85862 0.0441622 32 5
2.85139 4.85848 0.0441525 32 5
2.85139 4.85837 0.044143 32 5
2.85137 4.85833 0.0441334 32 6
2.85132 4.85824 0.0441239 32 6
2.85124 4.85808 0.0441145 32 6
2.85131 4.85793 0.044128 32 6
2.85126 4.8578 0.0441185 32 7
2.85114 4.85769 0.0441319 32 7
2.85094 4.8576 0.0441225 32 7
2.85089 4.85747 0.0441132 32 7
2.85071 4.85736 0.0441039 32 8
2.85057 4.85726 0.0440947 32 8
2.8505 4.85715 0.044063 32 8
2.85046 4.85709 0.0440314 32 8
2.85039 4.85699 0.044 32 9
2.85032 4.85679 0.0439687 32 9
2.85025 4.85664 0.0439376 32 9
2.85019 4.85656 0.0439066 32 9
2.8501 4.85643 0.0438757 32 10
2.85003 4.85635 0.043845 32 10
2.84985 4.85634 0.0438144 32 10
2.84979 4.85637 0.043784 32 10
2.84977 4.85629 0.0437537 32 11
2.84979 4.85619 0.0437235 32 11
2.84977 4.85618 0.0436934 32 11
2.84968 4.8561 0.0436635 32 11
2.84961 4.856 0.0436337 32 11
2.84955 4.85592 0.0436041 32 12
2.84949 4.85586 0.0435745 32 12
2.84947 4.85576 0.0435451 32 12
2.8494 4.85568 0.0434942 32 12
2.84934 4.85563 0.0434436 32 12
2.84928 4.85557 0.0434146 32 13
2.84921 4.85545 0.0433644 32 13
2.84915 4.85538 0.0433143 32 13
2.84909 4.8553 0.0432644 32 14
2.84903 4.85523 0.0431935 32 14
2.84894 4.85515 0.0431228 32 14
2.84888 4.8551 0.0430524 32 14
2.84882 4.85502 0.0429611 32 15
2.84876 4.85484 0.0428702 32 15
2.84868 4.85477 0.0427797 32 15
2.84862 4.85474 0.0426896 32 15
